title,release_year,release_month,month_name,budget_musd,revenue_musd,predicted_revenue_musd,hit_probability_pct,risk_score,is_hit,is_flop,predicted_is_hit,is_major_studio,is_indie,studio_type,primary_genre,has_franchise,has_superhero,has_imax,director_median_revenue_musd
The Book of Life,2014,10,October,50.0,97.44,86.08,71.7,0.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,51.75
Mr. Popper's Penguins,2011,6,June,55.0,187.36,116.57,91.4,0.0,1,0.0,1,1,0,Major Studio,Comedy,1,0,0,103.08
Scary Movie 4,2006,4,April,45.0,178.26,110.23,84.0,0.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,104.87
Billy Elliot,2000,5,May,5.0,110.0,15.61,31.0,25.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,69.96
Bridget Jones: The Edge of Reason,2004,11,November,50.0,40.2,97.99,79.8,0.0,0,1.0,1,1,0,Major Studio,Comedy,0,0,0,51.75
True Romance,1993,9,September,12.5,12.28,27.36,25.3,35.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,168.69
Mad Max Beyond Thunderdome,1985,6,June,12.31,36.23,94.78,69.7,15.0,0,0.0,1,0,0,Mid-size Studio,Action,0,0,0,184.56
Event Horizon,1997,8,August,60.0,26.67,63.56,90.5,0.0,0,1.0,1,1,0,Major Studio,Other,0,0,0,141.69
Commando,1985,10,October,10.0,57.5,79.93,62.4,15.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,9.68
Killing Them Softly,2012,9,September,15.0,37.93,31.74,26.2,35.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,14.71
The Men Who Stare at Goats,2009,10,October,24.0,68.73,63.9,57.0,0.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Evil Dead II,1987,3,March,3.6,5.92,9.49,13.1,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,446.71
J. Edgar,2011,11,November,35.0,84.61,50.45,75.5,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,127.76
From Hell,2001,10,October,35.0,74.56,98.01,91.8,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,92.5
Aliens vs Predator: Requiem,2007,12,December,40.0,41.8,75.8,62.4,0.0,0,0.0,1,1,0,Major Studio,Action,0,0,0,66.82
Trading Places,1983,6,June,40.6,90.4,139.63,92.2,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,125.15
Carnage,2011,9,September,25.0,27.6,22.15,23.1,45.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,62.84
Never Let Me Go,2010,9,September,15.0,9.46,10.22,4.8,60.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,52.22
21 & Over,2013,3,March,13.0,48.07,59.76,43.1,15.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,183.94
Adventureland,2009,4,April,9.5,17.16,42.65,36.0,15.0,0,0.0,0,0,0,Mid-size Studio,Comedy,1,0,0,109.51
The Change-Up,2011,8,August,52.0,75.45,77.23,92.2,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,86.02
Scream 3,2000,2,February,40.0,161.83,104.32,90.1,0.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,67.0
Shanghai Noon,2000,5,May,55.0,56.93,81.64,91.6,25.0,1,0.0,1,0,0,Mid-size Studio,Action,1,0,0,86.24
Bronson,2008,10,October,0.23,2.26,4.33,8.1,25.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,29.91
Attack the Block,2011,5,May,14.35,3.96,8.47,13.6,15.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Babe,1995,7,July,30.0,254.13,107.57,76.5,25.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,35.08
The Last of the Mohicans,1992,9,September,40.0,75.51,96.26,84.9,45.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,119.53
Shallow Hal,2001,11,November,40.0,141.07,140.79,93.0,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,119.71
Predator 2,1990,11,November,35.0,57.12,104.94,81.0,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,64.18
Saw: The Final Chapter,2010,10,October,20.0,136.15,65.91,77.5,15.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,68.23
Wayne's World,1992,2,February,20.0,121.7,134.46,81.8,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,51.75
Singin' in the Rain,1952,4,April,2.54,7.2,16.69,9.4,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Incredible Burt Wonderstone,2013,3,March,30.0,27.44,63.52,67.9,0.0,0,1.0,1,1,0,Major Studio,Comedy,0,0,0,51.75
Saw VI,2009,10,October,11.0,68.23,81.49,81.9,15.0,1,0.0,1,0,0,Mid-size Studio,Other,1,0,0,136.15
Paranormal Activity 2,2010,10,October,3.0,177.51,81.97,71.9,0.0,1,0.0,1,1,0,Major Studio,Other,1,0,0,51.75
Zack and Miri Make a Porno,2008,9,September,24.0,42.11,65.2,49.5,20.0,0,0.0,0,0,0,Mid-size Studio,Comedy,1,0,0,20.32
Stranger Than Fiction,2006,9,September,30.0,53.65,51.84,65.8,45.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,225.91
"Girl, Interrupted",1999,12,December,40.0,,82.67,54.7,25.0,0,,1,0,0,Mid-size Studio,Other,0,0,0,138.35
The Great Beauty,2013,5,May,12.4,8.37,23.36,30.6,40.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Jeepers Creepers,2001,7,July,10.0,59.22,71.62,72.5,15.0,1,0.0,1,0,0,Mid-size Studio,Other,1,0,0,63.1
Out of the Furnace,2013,12,December,22.0,15.4,21.86,18.6,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,69.15
The SpongeBob Movie: Sponge Out of Water,2015,2,February,74.0,311.59,151.55,92.9,0.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,51.75
The Elephant Man,1980,10,October,5.0,26.01,29.62,19.5,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,19.35
New Year's Eve,2011,12,December,56.0,142.04,106.65,87.7,0.0,1,0.0,1,1,0,Major Studio,Comedy,1,0,0,216.52
Walk the Line,2005,9,September,28.0,186.44,103.26,79.5,45.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,176.5
Before Sunset,2004,2,February,2.7,15.99,12.39,6.8,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,32.84
Green Zone,2010,3,March,100.0,94.88,111.21,95.5,25.0,1,1.0,1,1,0,Major Studio,Action,0,0,0,219.81
The Great Escape,1963,6,June,4.0,11.74,12.99,12.2,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Vantage Point,2008,2,February,40.0,151.16,71.8,74.0,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,41.04
Erin Brockovich,2000,3,March,52.0,256.27,115.49,86.8,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,142.97
Gandhi,1982,11,November,22.0,77.74,92.58,81.1,40.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,50.75
Lockout,2012,4,April,20.0,32.2,20.1,19.6,15.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Sleepers,1996,10,October,44.0,165.62,93.23,81.5,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,117.95
A Cinderella Story,2004,7,July,19.0,70.07,77.14,75.3,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,51.75
The Counselor,2013,10,October,25.0,71.01,41.08,65.4,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,207.9
Last Action Hero,1993,6,June,85.0,137.3,171.52,96.6,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,147.59
Nanny McPhee,2005,10,October,25.0,122.49,96.4,86.3,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,84.31
Galaxy Quest,1999,12,December,45.0,90.68,95.96,85.3,0.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,106.23
Hairspray,2007,7,July,50.0,90.45,124.03,92.5,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,111.87
Extremely Loud & Incredibly Close,2011,12,December,40.0,55.25,72.41,81.4,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,88.21
Magic Mike XXL,2015,7,July,14.8,122.51,53.47,58.0,40.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,51.75
Big Trouble in Little China,1986,5,May,25.0,11.0,43.2,39.1,0.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,30.61
The Hills Have Eyes,2006,3,March,15.0,69.62,59.03,70.8,15.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,77.81
The Best Offer,2013,1,January,13.5,19.26,17.35,13.6,60.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Æon Flux,2005,11,November,62.0,52.3,44.09,75.6,0.0,1,1.0,1,1,0,Major Studio,Action,0,0,0,31.56
The Running Man,1987,11,November,27.0,38.12,44.34,24.1,0.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Escape from New York,1981,5,May,6.0,50.24,23.52,6.2,0.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,25.71
Legend of the Guardians: The Owls of Ga'Hoole,2010,7,July,80.0,140.07,157.33,94.0,0.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,389.35
The Nutty Professor,1996,6,June,54.0,128.77,147.83,90.5,0.0,1,0.0,1,1,0,Major Studio,Comedy,1,0,0,200.07
The Master,2012,9,September,32.0,28.26,38.82,32.5,45.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,39.37
Hard Candy,2005,1,January,0.95,7.02,17.3,15.7,45.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,387.0
Seeking a Friend for the End of the World,2012,6,June,10.0,9.64,15.12,18.2,40.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Cheaper by the Dozen,2003,12,December,40.0,190.21,119.91,88.5,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,225.37
The Princess Diaries 2: Royal Engagement,2004,8,August,40.0,95.15,100.99,89.3,25.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,224.34
The Bank Job,2008,2,February,20.0,64.82,35.47,52.6,40.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,73.45
Munich,2005,12,December,70.0,130.36,110.55,90.3,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,346.81
Flubber,1997,11,November,80.0,177.98,146.45,90.4,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,38.54
Killer Elite,2011,9,September,66.0,57.78,53.34,84.8,20.0,1,1.0,1,0,0,Mid-size Studio,Action,0,0,0,51.75
K-PAX,2001,10,October,48.0,50.32,56.57,45.1,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,52.34
The Smurfs 2,2013,7,July,105.0,347.43,198.74,95.2,0.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,268.82
Australia,2008,11,November,130.0,49.55,131.6,88.2,25.0,0,1.0,1,1,0,Major Studio,Other,1,0,0,225.85
Midnight Special,2016,2,February,18.0,6.21,14.1,22.3,40.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,12.34
Harold & Kumar Go to White Castle,2004,5,May,9.0,23.94,49.39,29.6,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,73.18
Aloha,2015,5,May,37.0,26.25,54.32,47.6,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,1,0,0,139.29
Priest,2011,5,May,60.0,78.31,41.1,65.8,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,67.92
Three Kings,1999,9,September,75.0,108.0,124.98,93.8,20.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,133.27
Shanghai Knights,2003,2,February,50.0,88.32,62.71,85.7,25.0,1,0.0,1,0,0,Mid-size Studio,Action,1,0,0,79.58
Dope,2015,6,June,0.7,17.99,8.82,5.1,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,24.61
Deliver Us from Evil,2014,7,July,30.0,,39.89,35.8,0.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,144.22
Rambo III,1988,5,May,63.0,189.02,117.87,90.5,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,51.75
The Way Way Back,2013,6,June,4.6,23.2,18.23,8.3,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
"I, Frankenstein",2014,1,January,65.0,71.15,75.97,75.5,20.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,1,51.75
I Know What You Did Last Summer,1997,10,October,17.0,125.59,78.7,78.7,15.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,6.42
Doctor Dolittle,1998,6,June,71.0,294.46,205.56,93.2,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,238.35
Victor Frankenstein,2015,11,November,40.0,34.23,46.41,50.8,25.0,0,1.0,1,1,0,Major Studio,Other,0,0,0,34.66
Green Room,2016,4,April,5.0,3.22,4.05,8.4,0.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,0.26
Bad Grandpa,2013,10,October,15.0,151.83,81.95,69.4,15.0,1,0.0,1,1,0,Major Studio,Comedy,1,0,0,84.76
White Chicks,2004,6,June,37.0,113.09,93.98,90.9,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,90.74
Pete's Dragon,2016,8,August,65.0,143.7,101.76,90.6,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,51.75
Chicago,2002,12,December,45.0,306.78,102.69,81.2,25.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,368.67
We Need to Talk About Kevin,2011,9,September,7.0,6.04,13.04,14.8,45.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
House of Wax,2005,4,April,40.0,68.77,62.02,90.7,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,117.17
Babylon A.D.,2008,8,August,70.0,72.11,54.09,85.2,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,141.59
Rushmore,1998,9,September,9.0,17.1,13.99,8.7,60.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,66.02
Cape Fear,1991,11,November,35.0,182.3,117.93,81.1,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,110.9
From Paris with Love,2010,2,February,52.0,52.83,52.55,72.2,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,83.35
Star Trek II: The Wrath of Khan,1982,6,June,12.0,96.8,88.95,79.6,15.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,96.9
It's Kind of a Funny Story,2010,7,July,8.0,6.49,11.85,8.1,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,4.91
Around the World in 80 Days,2004,6,June,110.0,72.18,135.52,96.0,0.0,1,1.0,1,0,0,Mid-size Studio,Action,0,0,0,158.02
She's the Man,2006,3,March,20.0,33.89,58.88,40.3,40.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,102.71
All Is Lost,2013,10,October,9.0,6.11,10.19,16.5,40.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,15.76
What's Your Number?,2011,9,September,20.0,30.43,31.18,12.7,35.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Splice,2009,10,October,26.0,,31.96,28.6,0.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,0.5
My Big Fat Greek Wedding,2002,2,February,5.0,368.74,94.18,60.8,25.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Lake House,2006,6,June,40.0,114.83,92.49,86.8,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,51.75
The Ghost Writer,2010,2,February,45.0,60.22,60.63,77.1,0.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,56.31
Automata,2014,10,October,7.0,,14.68,14.0,0.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Reign of Fire,2002,7,July,60.0,43.06,100.81,85.7,0.0,0,1.0,1,0,0,Mid-size Studio,Action,0,0,0,82.91
Paranormal Activity 3,2011,10,October,5.0,205.7,106.7,84.8,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,113.26
The Boxtrolls,2014,9,September,60.0,108.26,86.87,83.6,20.0,1,0.0,1,0,0,Mid-size Studio,Animation,1,0,0,51.75
The Boat That Rocked,2009,4,April,50.0,36.35,80.01,61.3,25.0,0,1.0,1,1,0,Major Studio,Comedy,0,0,0,166.02
Alvin and the Chipmunks: The Squeakquel,2009,12,December,75.0,443.14,244.51,94.4,0.0,1,0.0,1,0,0,Mid-size Studio,Animation,1,0,0,164.01
Run Lola Run,1998,8,August,1.53,7.27,10.26,11.0,25.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,81.36
Idiocracy,2006,9,September,30.0,0.5,3.98,18.2,20.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,11.84
Thank You for Smoking,2005,9,September,6.5,24.79,19.81,19.1,45.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,109.57
Step Up Revolution,2012,7,July,33.0,140.47,58.46,55.8,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,51.75
Mr. Bean's Holiday,2007,3,March,25.0,229.74,83.71,73.9,0.0,1,0.0,1,0,0,Mid-size Studio,Comedy,1,0,0,51.75
Eddie the Eagle,2016,2,February,23.0,46.15,53.91,28.6,40.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Star Trek: First Contact,1996,11,November,46.0,150.0,103.15,78.9,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,61.69
16 Blocks,2006,3,March,55.0,65.66,64.21,89.7,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,123.85
The Bodyguard,1992,11,November,25.0,411.01,251.26,85.8,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,51.75
Team America: World Police,2004,10,October,32.0,50.91,87.52,74.8,0.0,0,0.0,1,1,0,Major Studio,Action,0,0,0,51.75
The Exorcism of Emily Rose,2005,9,September,19.0,144.22,61.86,76.7,60.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,155.4
Before I Go to Sleep,2014,9,September,22.0,15.45,32.37,28.0,35.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Primer,2004,10,October,0.01,0.42,0.58,8.2,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Ronin,1998,9,September,55.0,41.61,70.41,52.3,20.0,0,1.0,1,0,0,Mid-size Studio,Action,0,0,0,35.65
We Are Your Friends,2015,8,August,6.0,11.12,17.52,15.9,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
To Kill a Mockingbird,1962,12,December,2.0,13.13,10.06,17.6,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Metropolis,1927,1,January,92.62,0.65,3.56,51.6,45.0,0,1.0,1,1,0,Major Studio,Other,0,0,0,51.75
Open Season,2006,9,September,85.0,197.31,138.01,92.7,20.0,1,0.0,1,0,0,Mid-size Studio,Animation,0,0,0,51.75
Bad Santa,2003,11,November,23.0,76.49,65.0,69.0,40.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,51.75
Wild Card,2015,1,January,30.0,,32.27,30.6,45.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,149.71
EuroTrip,2004,2,February,25.0,20.8,49.81,47.9,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,1,0,0,51.75
Hannibal Rising,2007,2,February,50.0,82.17,73.38,73.9,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,31.47
Gremlins 2: The New Batch,1990,6,June,50.0,41.48,105.99,80.5,0.0,0,1.0,1,1,0,Major Studio,Comedy,0,0,0,73.57
Memoirs of a Geisha,2005,12,December,85.0,162.24,172.68,85.7,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,404.8
Butch Cassidy and the Sundance Kid,1969,9,September,6.0,102.31,38.48,38.9,45.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,159.62
Conan the Barbarian,1982,4,April,20.0,79.11,110.18,88.1,15.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,38.38
Wild Hogs,2007,3,March,,253.63,76.64,83.8,0.0,1,,1,0,0,Mid-size Studio,Action,0,0,0,121.42
Hot Pursuit,2015,5,May,35.0,51.68,66.0,45.6,0.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,158.42
Starsky & Hutch,2004,3,March,60.0,170.27,109.27,93.1,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,191.69
Mr. Deeds,2002,6,June,50.0,171.27,133.35,91.6,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,69.63
The Curse of the Were-Rabbit,2005,9,September,30.0,192.45,73.15,75.3,20.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,224.83
Marie Antoinette,2006,5,May,40.0,60.47,90.11,83.8,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,65.07
"Good Morning, Vietnam",1987,12,December,13.0,123.92,95.28,74.9,40.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,123.17
Let Me In,2010,10,October,20.0,24.15,51.64,58.7,40.0,0,0.0,1,0,0,Mid-size Studio,Other,0,0,0,440.7
Pride and Prejudice and Zombies,2016,2,February,28.0,16.37,25.42,28.8,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,63.08
The Land Before Time,1988,11,November,12.3,84.46,94.76,58.5,15.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,51.75
Step Up 2: The Streets,2008,2,February,23.0,150.82,72.68,55.4,40.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,241.13
The November Man,2014,8,August,15.0,32.56,36.04,23.2,15.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,79.9
Arthur and the Invisibles,2006,12,December,86.0,107.94,171.61,95.6,0.0,1,0.0,1,0,0,Mid-size Studio,Animation,0,0,0,114.46
Anna Karenina,2012,9,September,,68.93,55.75,63.8,45.0,1,,1,1,0,Major Studio,Other,0,0,0,94.86
Adaptation.,2002,12,December,19.0,32.8,34.48,30.3,40.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,56.77
Dead Man Down,2013,3,March,,18.07,18.14,18.2,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Nebraska,2013,9,September,12.0,17.65,30.16,21.2,60.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,130.86
Eat Pray Love,2010,8,August,60.0,204.59,87.98,86.6,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,6.75
Death Becomes Her,1992,7,July,55.0,149.02,150.08,89.7,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,286.8
Hero,2002,12,December,31.0,177.39,82.6,59.5,25.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,94.09
Wrong Turn,2003,5,May,12.6,28.65,47.57,57.4,15.0,0,0.0,1,0,0,Mid-size Studio,Other,0,0,0,51.75
Daybreakers,2009,1,January,20.0,51.42,23.68,7.9,35.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Hollow Man,2000,8,August,95.0,190.21,112.09,93.7,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,107.27
The Orphanage,2007,8,August,,44.0,40.76,29.6,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,180.27
The Crazies,2010,2,February,20.0,54.96,67.31,76.7,15.0,1,0.0,1,0,0,Mid-size Studio,Action,1,0,0,133.1
Brothers,2009,1,January,26.0,43.32,41.68,14.9,45.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,42.47
Four Weddings and a Funeral,1994,3,March,6.0,254.7,100.84,79.0,25.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,319.41
The Ring Two,2005,3,March,50.0,161.45,86.08,79.6,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,51.75
The Time Machine,2002,3,March,80.0,123.73,136.29,93.9,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,128.8
Machete Kills,2013,9,September,12.0,15.01,25.15,23.4,35.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,72.99
The Signal,2014,3,March,4.0,0.6,6.92,19.2,0.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Seven Years in Tibet,1997,9,September,70.0,131.46,87.02,82.0,45.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,71.47
Ed Wood,1994,9,September,18.0,5.89,31.83,45.8,60.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,256.27
25th Hour,2002,12,December,15.0,13.06,39.66,31.8,40.0,0,1.0,0,0,0,Mid-size Studio,Other,1,0,0,40.94
Legion,2010,1,January,26.0,67.92,82.86,58.1,20.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,78.31
Superman II,1980,12,December,54.0,190.46,124.81,86.1,0.0,1,0.0,1,1,0,Major Studio,Action,1,1,0,44.08
Gothika,2003,11,November,40.0,141.59,108.74,88.4,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,72.11
High Fidelity,2000,3,March,30.0,47.13,78.82,41.8,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,47.33
Kindergarten Cop,1990,12,December,15.0,201.96,126.86,92.4,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,117.24
Fun with Dick and Jane,2005,12,December,100.0,202.03,142.7,94.0,0.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,50.56
Tombstone,1993,12,December,25.0,56.51,69.18,82.0,25.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,151.28
The Secret in Their Eyes,2009,8,August,2.0,33.97,22.36,5.9,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,24.0
Highlander,1986,3,March,16.0,5.9,89.3,72.8,15.0,0,1.0,1,0,0,Mid-size Studio,Action,0,0,0,65.52
The Sting,1973,12,December,5.5,159.62,63.79,57.8,25.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,102.31
Gulliver's Travels,2010,12,December,112.0,237.38,161.15,92.6,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,158.16
Ben-Hur,2016,8,August,100.0,94.06,115.99,92.4,25.0,1,1.0,1,1,0,Major Studio,Other,0,0,0,134.18
"Definitely, Maybe",2008,2,February,,55.45,71.35,69.4,0.0,1,,1,1,0,Major Studio,Comedy,0,0,0,51.75
Repo Men,2010,3,March,32.0,18.41,15.37,20.1,0.0,0,1.0,0,1,0,Major Studio,Action,1,0,0,51.75
Legends of the Fall,1994,12,December,30.0,160.64,139.58,82.7,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,162.47
Garden State,2004,7,July,2.5,26.78,23.72,12.9,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,5.48
Cinderella Man,2005,6,June,88.0,108.54,125.1,93.0,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,276.89
Brick Mansions,2014,4,April,28.0,68.9,34.9,49.2,25.0,1,0.0,0,0,0,Mid-size Studio,Action,0,0,0,72.63
Welcome to the Sticks,2008,1,January,11.0,53.19,46.83,41.6,35.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
