budget,homepage,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_list,keywords_list,studios_list,actor_1,actor_2,actor_3,director,has_tagline,release_year,release_month
68000000.0,,853,en,Enemy at the Gates,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.,41.273567,2001-03-13,96976270.0,131.0,Released,Some Men Are Born To Be Heroes.,Enemy at the Gates,7.2,999,War,winter|sniper|world war ii|stalingrad,Paramount Pictures|Swanford Films|Mandalay Pictures|Little Bird|KC Medien|Reperage|DOS|MP Film Management,Jude Law,Rachel Weisz,Ed Harris,Jean-Jacques Annaud,1,2001,3
58000000.0,http://www.goosebumps-movie.com/,257445,en,Goosebumps,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",45.351617,2015-08-05,158162788.0,103.0,Released,The stories are alive.,Goosebumps,6.2,995,Adventure|Horror|Comedy,based on novel|magic|fantasy|werewolf|family|ventriloquist dummy|book comes to life|3d,Columbia Pictures|Village Roadshow Pictures|Original Film|Sony Pictures Animation|Sony Pictures Entertainment (SPE)|Scholastic Entertainment|LStar Capital,Jack Black,Dylan Minnette,Odeya Rush,Rob Letterman,1,2015,8
18000000.0,,2280,en,Big,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",20.716023,1988-06-03,151668774.0,104.0,Released,You're Only Young Once But For Josh It Might Just Last A Lifetime.,Big,6.9,993,Fantasy|Drama|Comedy|Romance|Family,baseball|co-worker|bronx|pinball machine|toy maker|duet|job promotion|homesick|new toy|quarter|unplugged electronic works|yankee stadium bronx new york city|walking on piano keys|wish fulfillment|bunk bed|woman director,Gracie Films|Twentieth Century Fox Film Corporation|American Entertainment Partners II L.P.,Tom Hanks,Elizabeth Perkins,Robert Loggia,Penny Marshall,1,1988,6
175000000.0,,9804,en,Waterworld,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",44.640292,1995-07-28,264218220.0,135.0,Released,Beyond the horizon lies the secret to a new beginning.,Waterworld,5.9,992,Adventure|Action,ocean|tattoo|mutant|water|dystopia|doomsday,Universal Pictures|Gordon Company|Davis Entertainment|Licht/Mueller Film Corporation,Kevin Costner,Chaim Girafi,Rick Aviles,Kevin Reynolds,1,1995,7
66000000.0,http://www.warhorsemovie.com/,57212,en,War Horse,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",29.505574,2011-12-25,177584879.0,146.0,Released,Separated by War. Tested by Battle. Bound by Friendship.,War Horse,7.0,992,Drama|War,world war i|horse|farm life|execution|trapped|alcoholic|cavalry|plowing|artillery,"DreamWorks SKG|Amblin Entertainment|Reliance Entertainment|Kennedy/Marshall Company, The",Tom Hiddleston,Benedict Cumberbatch,Toby Kebbell,Steven Spielberg,1,2011,12
70000000.0,,3981,en,What Women Want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",31.39165,2000-12-15,374111707.0,127.0,Released,He has the power to hear everything women are thinking. Finally... a man is listening.,What Women Want,6.1,992,Comedy|Romance,women|telepathy|supernatural powers|advertising executive|woman director,Paramount Pictures|Centropolis Entertainment|Icon Entertainment International|Wind Dancer Productions,Helen Hunt,Mel Gibson,Marisa Tomei,Nancy Meyers,1,2000,12
26000000.0,,9800,en,Philadelphia,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,44.301745,1993-12-22,206678440.0,125.0,Released,No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,988,Drama,gay|aids|homophobia|jurors|court|partner|hiv|lawyer|dying|discrimination|judiciary,TriStar Pictures|Clinica Estetico,Tom Hanks,Denzel Washington,Jason Robards,Jonathan Demme,1,1993,12
32000000.0,http://www.twowaysthroughlife.com/,8967,en,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",43.862456,2011-05-18,54674226.0,139.0,Released,Nothing stands still.,The Tree of Life,6.5,987,Drama|Fantasy,philosophy|father son relationship|red hair|brother sister relationship|sun|telegram|tree|meteor|afterlife|death of a child|independent film|spirituality|outer space|dinosaur|voice over|very little dialogue|tarkovskyesque,Fox Searchlight Pictures|Plan B Entertainment|River Road Entertainment,Brad Pitt,Sean Penn,Jessica Chastain,Terrence Malick,1,2011,5
32000000.0,,10719,en,Elf,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",16.901954,2003-10-09,173398518.0,97.0,Released,"This holiday, discover your inner elf.",Elf,6.4,987,Comedy|Family|Fantasy,holiday|elves|santa claus|looking for  birth parents|romance|north pole|christmas,New Line Cinema|Gold/Miller Productions|Guy Walks into a Bar Productions,Will Ferrell,James Caan,Zooey Deschanel,Jon Favreau,1,2003,10
2500000.0,http://www.mgm.com/view/movie/760/Goldfinger/,658,en,Goldfinger,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",47.812466,1964-09-17,124881062.0,110.0,Released,Everything he touches turns into excitement!,Goldfinger,7.2,987,Adventure|Action|Thriller,secret organization|secret intelligence service|nuclear radiation|fort knox|aston martin|secret lab|kentucky|gas attack|airplane|british secret service|duringcreditsstinger,United Artists|Eon Productions|Danjaq,Sean Connery,Honor Blackman,Gert Fröbe,Guy Hamilton,1,1964,9
60000000.0,,109491,en,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",40.721373,2013-02-13,60052138.0,124.0,Released,Dark secrets will come to light.,Beautiful Creatures,5.6,984,Fantasy|Drama|Romance,civil war|southern usa|magic|light|dark|class prejudice|casters|based on young adult novel,Alcon Entertainment|Warner Bros.|Belle Pictures|3 Arts Entertainment,Alden Ehrenreich,Alice Englert,Jeremy Irons,Richard LaGravenese,1,2013,2
5000000.0,,242512,en,Ouija,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,56.30466,2014-10-24,103590271.0,89.0,Released,Keep telling yourself it's just a game,Ouija,4.9,983,Horror,death of a friend|swimming pool|ouija|ouija board|teenager|based on board game|ghost|spiritualism|supernatural horror,Universal Pictures|Dentsu Inc.|Platinum Dunes|Media Rights Capital|Blumhouse Productions|Fuji Television Network|Hasbro Studios|5150 Action|White Noise Factory,Olivia Cooke,Ana Coto,Daren Kagasoff,Stiles White,1,2014,10
10000000.0,,280092,en,Insidious: Chapter 3,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",45.946524,2015-06-04,104303851.0,97.0,Released,This is how you die,Insidious: Chapter 3,6.2,983,Drama|Horror|Thriller,sequel,Sony Pictures,Dermot Mulroney,Stefanie Scott,Lin Shaye,Leigh Whannell,1,2015,6
45000000.0,,4248,en,Scary Movie 2,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",35.376971,2001-07-04,141220678.0,83.0,Released,No More Mercy. No More Shame. No More Sequels - Honest! - We Lied.,Scary Movie 2,5.4,982,Comedy,sex|exorcism|secret door,Gold/Miller Productions|Wayans Bros. Entertainment|Dimension Films|Brad Grey Pictures,Anna Faris,Marlon Wayans,James DeBello,Keenen Ivory Wayans,1,2001,7
20000000.0,,9472,en,DodgeBall: A True Underdog Story,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",41.156217,2004-06-18,167722310.0,92.0,Released,Grab Life By The Ball,DodgeBall: A True Underdog Story,6.2,981,Comedy,underdog|competition|bank|bar|ball|cheerleader|diet|wife|sport|gymnasium|pleite|fitness-studio|love|mail order bride|cheerleading|pirate|aftercreditsstinger|duringcreditsstinger,Twentieth Century Fox Film Corporation|Red Hour Films|Mediastream Vierte Film GmbH & Co. Vermarktungs KG,Vince Vaughn,Christine Taylor,Ben Stiller,Rawson Marshall Thurber,1,2004,6
63000000.0,http://www.austinpowers.com/,818,en,Austin Powers in Goldmember,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe -- '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",40.137264,2002-07-26,296655431.0,94.0,Released,He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!,Austin Powers in Goldmember,5.9,979,Comedy|Crime|Science Fiction,saving the world|submarine|brother brother relationship|clone|spy|helicopter|gold|submachine gun|asteroid|undercover|belgium|dutch|car journey|nightclub|laser|sumo ringer|family history|auto|clowning|overweight man|conciliation|james bond spoof|duringcreditsstinger,New Line Cinema|Eric's Boy|Team Todd|Moving Pictures|Gratitude International,Mike Myers,Beyoncé Knowles,Seth Green,Jay Roach,1,2002,7
103000000.0,http://www.riomovies.com/,172385,en,Rio 2,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",42.40024,2014-03-19,500188435.0,102.0,Released,"He's villainous, she's venomous.",Rio 2,6.3,978,Animation|Adventure|Comedy|Family,bird|sequel|jungle|audition|amazon rainforest|parrots,Blue Sky Studios|Twentieth Century Fox Animation,Jesse Eisenberg,Anne Hathaway,Leslie Mann,Carlos Saldanha,1,2014,3
15000000.0,http://www.focusfeatures.com/one_day,51828,en,One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",16.629173,2011-03-02,59389433.0,107.0,Released,Twenty years. Two people.,One Day,7.0,978,Drama|Romance,based on novel|comedian|job|love|male female relationship|author|writer|divorce|best friends in love|woman director|missed opportunity,Film 4|Color Force,Anne Hathaway,Jim Sturgess,Patricia Clarkson,Lone Scherfig,1,2011,3
